applicant_age,gender,province,monthly_income_npr,loan_amount_npr,loan_tenure_months,max_dpd_24m,overdue_count_12m,bounce_count_12m,restructure_count,dscr,emi_income_ratio,income_stability,avg_bank_balance_6m,income_cagr_2y,ltv_ratio,collateral_score,insurance_flag,active_loan_count,credit_history_months,hard_enquiry_6m,bank_tenure_months,product_count,avg_deposit_12m,bs_month_applied,festival_proximity,district_npa_rate,remittance_inflow_flag,defaulted
32,Male,Lumbini,41900,644000,120,14,1,0,0,3.5,0.2816,1.0,282500.0,0.0985,0.7575,0.8,1,0,2,0,13,1,336800.0,1,71,0.0124,1,0
35,Female,Gandaki,35300,519000,48,12,0,0,0,1.478,0.6822,0.4,34300.0,-0.0206,0.448,0.6,0,1,38,1,147,3,28400.0,7,21,0.013,1,0
51,Female,Madhesh,34600,259000,60,29,4,0,0,2.0702,0.4833,0.7,89400.0,0.129,0.6541,0.5,1,3,11,0,99,6,107800.0,12,40,0.014,0,0
35,Male,Lumbini,22300,357000,120,6,3,2,0,1.2134,0.8165,1.0,270300.0,0.0959,0.5558,0.5,1,2,49,2,92,2,298800.0,6,15,0.0136,0,1
48,Male,Sudurpashchim,23500,284000,24,0,0,0,0,1.0292,0.908,0.4,16200.0,-0.0982,0.5526,0.8,1,1,240,0,3,4,20400.0,11,27,0.0156,1,0
49,Female,Bagmati,82100,353000,12,5,4,1,0,1.5271,0.687,1.0,910400.0,0.0258,0.5956,1.0,1,1,47,0,19,5,1075900.0,9,75,0.0125,0,0
42,Male,Bagmati,108800,768000,24,11,1,0,0,2.0896,0.4899,1.0,683000.0,0.0619,0.3841,0.8,1,0,2,0,194,2,889600.0,8,33,0.0119,0,0
36,Male,Bagmati,91700,635000,120,4,0,0,0,1.816,0.6263,1.0,574700.0,0.0707,0.2638,0.5,0,4,89,0,59,4,352000.0,6,0,0.0126,0,0
23,Male,Gandaki,63500,252000,60,9,2,1,0,3.0451,0.3075,1.0,61300.0,0.0437,0.5927,0.6,0,2,0,0,14,3,50800.0,5,27,0.0136,1,0
52,Male,Madhesh,40100,435000,24,0,0,0,0,1.3049,0.7919,1.0,56300.0,0.0896,0.7978,0.5,0,1,240,1,43,4,52600.0,10,90,0.0134,0,0
33,Male,Bagmati,106800,810000,24,0,0,0,1,1.2213,0.8984,0.7,1125900.0,0.11,0.5718,0.6,0,3,11,2,45,4,824100.0,4,9,0.0128,1,0
40,Male,Gandaki,72300,714000,60,49,6,6,0,2.9696,0.3371,1.0,1242700.0,0.0406,0.3756,0.6,1,0,62,2,6,2,986600.0,4,25,0.0122,0,0
22,Male,Madhesh,17200,112000,48,24,1,1,0,1.8792,0.5011,0.7,86700.0,0.0402,0.3385,0.6,1,2,5,2,9,2,78300.0,6,0,0.0138,0,1
52,Female,Bagmati,148100,686000,12,2,0,0,0,0.789,1.0569,0.7,95400.0,0.2845,0.3373,0.5,0,3,8,1,59,3,500.0,3,38,0.0113,0,0
59,Female,Province No. 1,26400,107000,24,0,0,0,0,1.6535,0.6241,0.4,447800.0,0.14,0.418,0.6,0,2,120,0,1,4,313800.0,5,15,0.0122,1,0
57,Male,Lumbini,64000,252000,60,0,0,0,0,1.8738,0.5389,1.0,246600.0,0.0614,0.2945,0.8,1,3,178,2,242,6,238500.0,3,18,0.013,1,0
33,Male,Gandaki,117100,599000,120,0,0,0,0,3.5,0.1667,0.7,1114300.0,0.0724,0.7917,0.6,1,1,2,0,66,4,1117400.0,1,58,0.0119,0,0
24,Male,Madhesh,8000,129000,60,0,0,0,1,0.8886,1.065,1.0,30500.0,0.1126,0.5247,0.4,0,5,30,1,24,1,67700.0,8,52,0.0144,1,1
24,Female,Gandaki,81000,956000,84,37,0,0,1,3.2912,0.2968,0.7,500.0,0.2016,0.5703,0.8,1,0,5,0,51,6,500.0,7,21,0.0131,1,0
36,Female,Karnali,22700,331000,120,1,1,0,0,1.9449,0.5264,1.0,101400.0,0.0283,0.5993,0.5,1,2,110,2,5,5,109600.0,6,8,0.0156,0,0
21,Female,Madhesh,18300,140000,60,0,0,1,0,1.3861,0.6534,0.7,500.0,0.0211,0.3789,0.4,0,3,8,0,36,4,35400.0,9,60,0.0143,1,0
28,Male,Madhesh,24400,130000,84,0,0,1,0,3.5,0.247,1.0,9000.0,0.0655,0.6263,0.6,1,2,15,4,64,3,35700.0,3,15,0.0147,1,0
46,Male,Province No. 1,31600,205000,12,2,3,0,0,0.9847,0.9985,0.7,500.0,0.1382,0.4173,0.6,1,2,136,2,6,6,19600.0,5,16,0.0129,0,1
22,Female,Karnali,27800,468000,48,14,4,4,0,1.5652,0.6182,1.0,108200.0,0.0614,0.696,0.8,1,0,2,1,43,3,60100.0,8,47,0.0164,0,1
47,Female,Karnali,21600,94000,48,0,0,0,0,3.4222,0.2683,1.0,114400.0,0.1266,0.508,0.5,1,1,14,2,152,3,165800.0,9,52,0.0158,1,0
57,Female,Bagmati,133400,604000,36,33,3,2,0,3.4877,0.3052,0.7,343400.0,0.2024,0.6132,0.4,0,1,138,1,86,2,248300.0,2,41,0.0122,1,0
62,Other,Bagmati,99900,1565000,84,0,0,0,0,2.2509,0.4059,1.0,191400.0,0.0115,0.5921,0.4,0,0,117,0,72,4,149000.0,10,80,0.0123,0,0
61,Male,Lumbini,49800,605000,84,0,0,1,0,2.3857,0.419,0.7,500.0,0.2436,0.4379,0.8,0,1,192,1,61,2,18200.0,9,70,0.0123,1,0
33,Female,Madhesh,8000,50000,60,4,3,1,0,2.963,0.3518,0.7,21200.0,0.2148,0.5,0.4,1,1,42,0,29,2,500.0,9,74,0.0139,0,0
48,Male,Lumbini,25200,153000,120,7,0,0,0,1.7642,0.5496,0.7,500.0,0.232,0.3422,0.6,1,4,83,3,21,4,16400.0,2,31,0.0134,0,0
22,Male,Sudurpashchim,24800,283000,60,0,0,0,0,2.5238,0.4147,0.7,43000.0,0.1575,0.5003,0.5,0,0,4,1,48,5,56100.0,3,40,0.0156,0,0
31,Female,Gandaki,71100,798000,120,0,0,0,0,3.5,0.2543,0.7,539700.0,0.1703,0.5042,0.8,1,0,119,1,104,6,512700.0,6,17,0.0125,0,0
53,Male,Gandaki,44300,362000,60,0,0,0,0,2.0351,0.471,0.4,207000.0,0.0405,0.4047,0.8,1,1,225,2,8,6,205700.0,5,29,0.0125,0,1
29,Male,Madhesh,8000,81000,120,23,4,2,0,3.5,0.1968,1.0,49900.0,0.1473,0.6983,0.5,0,0,59,2,19,3,12500.0,1,57,0.0141,0,0
33,Male,Bagmati,57800,512000,60,0,0,2,0,3.5,0.2872,0.7,243600.0,0.1634,0.2845,0.6,0,0,28,1,2,1,265700.0,4,14,0.0116,1,0
38,Male,Lumbini,59900,498000,48,0,0,0,0,1.3677,0.6693,0.7,172200.0,0.0719,0.4912,0.4,0,2,9,2,1,5,154500.0,7,0,0.0149,0,0
34,Male,Sudurpashchim,24300,193000,36,19,3,1,0,1.0364,0.9297,1.0,59100.0,0.1152,0.334,0.8,1,5,109,2,6,5,37800.0,1,48,0.0163,1,1
52,Male,Madhesh,30300,459000,84,49,2,1,0,1.3871,0.6924,1.0,130000.0,0.0709,0.3657,0.5,0,2,146,2,44,6,131200.0,7,3,0.0144,1,0
59,Male,Sudurpashchim,14100,68000,60,0,0,0,0,3.5,0.2848,1.0,80800.0,0.0388,0.7805,0.6,0,1,81,0,61,4,63200.0,2,55,0.0156,0,0
43,Male,Madhesh,56600,458000,120,27,1,0,0,3.5,0.1504,0.7,62200.0,0.0761,0.562,0.8,1,0,60,2,73,5,124000.0,6,19,0.0141,0,0
45,Female,Lumbini,36300,136000,48,1,6,3,0,3.5,0.1631,1.0,168100.0,0.0045,0.5626,0.8,1,0,33,2,61,3,194200.0,2,41,0.0141,1,0
51,Male,Bagmati,130300,1560000,48,0,0,0,1,1.2383,0.8418,0.7,420300.0,0.1996,0.7267,0.5,0,3,206,2,13,4,541900.0,9,56,0.0113,0,0
37,Female,Sudurpashchim,49200,369000,48,29,2,1,0,3.0194,0.2936,0.7,500.0,0.2206,0.4119,0.5,0,1,79,1,78,3,16300.0,2,43,0.015,0,0
40,Male,Lumbini,69000,1000000,36,0,0,0,0,1.1098,1.0233,0.7,154000.0,-0.0214,0.6024,1.0,1,2,240,0,37,3,141800.0,1,52,0.0129,1,0
60,Female,Bagmati,77000,564000,84,0,0,0,0,2.4882,0.392,1.0,102100.0,0.073,0.7796,0.6,0,1,8,2,84,5,32400.0,1,63,0.0113,0,1
37,Female,Madhesh,38100,668000,84,0,0,0,0,1.7465,0.5546,0.7,44100.0,-0.0243,0.7524,0.6,1,1,5,2,10,4,27400.0,11,21,0.0139,0,0
32,Female,Karnali,19300,50000,24,0,0,0,0,3.5,0.1944,0.7,105600.0,0.079,0.7124,0.5,0,0,0,0,2,2,162900.0,6,5,0.0157,0,0
21,Male,Bagmati,172900,1151000,84,1,0,1,0,3.5,0.1816,1.0,511800.0,0.0348,0.3836,0.5,0,0,1,1,36,3,350500.0,3,32,0.0127,0,0
21,Female,Sudurpashchim,19900,293000,120,0,0,0,0,2.4642,0.3899,1.0,500.0,0.0948,0.5344,0.5,0,1,7,0,36,5,500.0,5,5,0.0152,1,0
53,Male,Province No. 1,63100,1086000,60,0,0,0,1,1.2353,0.8413,1.0,22600.0,0.0851,0.456,0.8,1,2,125,2,35,5,500.0,7,0,0.0146,0,0
30,Female,Province No. 1,28300,347000,60,9,1,0,0,1.6511,0.6057,0.4,123200.0,-0.0221,0.6003,0.8,1,1,4,0,144,5,81200.0,9,68,0.0123,0,0
52,Male,Gandaki,46200,830000,120,0,0,1,0,1.5775,0.6223,1.0,154200.0,0.0185,0.4577,0.8,1,2,13,3,25,5,185800.0,1,59,0.0118,0,0
22,Male,Lumbini,38400,245000,120,0,0,0,0,2.1124,0.4451,1.0,89700.0,0.0355,0.3074,0.4,1,2,10,3,29,6,112900.0,8,34,0.0131,0,0
54,Male,Province No. 1,82000,303000,60,29,3,1,0,3.5,0.2109,1.0,278700.0,0.0603,0.811,0.6,1,1,137,1,59,6,346500.0,7,5,0.0116,1,0
38,Female,Madhesh,43100,455000,120,0,0,0,0,3.5,0.2342,1.0,500.0,0.0903,0.6462,0.8,1,0,124,2,46,6,500.0,8,43,0.0157,1,0
55,Female,Bagmati,64400,398000,60,0,0,1,0,3.5,0.1818,1.0,49600.0,0.0956,0.5357,0.5,0,0,240,0,91,4,55400.0,6,17,0.0115,0,0
55,Male,Bagmati,75200,1108000,48,0,0,0,0,1.1816,0.8038,0.7,86200.0,0.215,0.3109,0.6,1,2,223,0,49,3,89400.0,7,0,0.0119,1,0
44,Male,Sudurpashchim,35300,117000,60,45,3,2,0,3.2507,0.306,1.0,328600.0,0.0948,0.8076,0.6,0,1,32,0,46,2,297500.0,8,45,0.0137,0,0
61,Female,Madhesh,38300,248000,36,0,0,0,0,2.2577,0.4353,0.7,500.0,0.1746,0.6158,1.0,1,1,235,0,56,6,1600.0,4,29,0.0137,0,0
60,Female,Bagmati,123800,863000,24,0,0,0,0,0.9929,0.9721,1.0,1054400.0,0.1122,0.7355,0.5,0,3,50,0,8,4,1013500.0,9,63,0.0113,0,0
50,Male,Gandaki,105600,1305000,12,59,4,6,1,0.5888,1.6636,1.0,152600.0,0.0155,0.719,0.5,0,0,67,0,1,5,156200.0,6,6,0.0118,0,1
41,Female,Sudurpashchim,49600,208000,24,0,0,0,0,2.0266,0.4893,0.7,165900.0,0.2728,0.5655,0.8,1,1,63,1,69,5,170400.0,5,30,0.0151,0,0
59,Male,Madhesh,66300,669000,48,0,0,1,0,1.0291,0.8334,0.7,174200.0,0.1403,0.2749,0.8,0,4,23,3,103,5,206300.0,9,67,0.0151,0,0
61,Male,Province No. 1,43700,675000,12,0,0,0,0,0.6188,1.9004,0.7,20700.0,0.1032,0.5366,0.8,1,1,148,5,40,1,61500.0,10,77,0.0121,0,0
38,Male,Sudurpashchim,36300,148000,48,12,0,1,1,3.5,0.1565,1.0,308300.0,0.13,0.5621,0.5,1,0,30,1,21,4,290300.0,8,33,0.0151,0,0
34,Female,Province No. 1,63100,346000,84,8,2,0,1,3.5,0.152,1.0,25800.0,0.1372,0.6277,0.8,1,0,115,1,57,1,66000.0,12,41,0.0135,1,0
33,Male,Province No. 1,73700,380000,120,31,1,2,0,3.5,0.2859,0.7,1028900.0,0.3784,0.497,0.6,1,2,18,2,60,5,941900.0,1,69,0.0129,1,0
60,Female,Bagmati,152300,1154000,120,5,6,4,0,1.3612,0.7435,1.0,543600.0,-0.0099,0.5085,0.6,0,4,33,1,23,1,605700.0,4,23,0.0121,0,0
27,Male,Lumbini,52500,315000,84,69,5,5,1,3.5,0.1603,0.7,553000.0,0.2353,0.5133,0.4,1,0,70,2,11,4,747600.0,2,48,0.0138,0,1
21,Female,Bagmati,98500,700000,24,0,0,0,0,1.9811,0.4744,1.0,234300.0,0.0866,0.3553,0.6,1,0,3,0,36,5,149800.0,4,25,0.011,1,0
42,Male,Province No. 1,33600,166000,48,180,2,1,1,1.7893,0.5408,1.0,162400.0,0.167,0.3937,0.6,1,2,240,3,6,1,208800.0,5,7,0.0157,0,1
60,Female,Bagmati,190200,936000,120,17,1,1,1,3.5,0.1951,0.7,698600.0,-0.0036,0.3903,0.6,1,1,16,0,182,5,533800.0,12,50,0.0121,0,0
34,Male,Lumbini,27200,413000,60,2,6,4,0,1.1403,0.9662,0.7,87100.0,-0.0545,0.4266,0.5,1,4,119,2,35,5,56400.0,3,28,0.0162,1,1
42,Male,Karnali,24100,178000,84,0,0,1,0,3.5,0.2106,0.4,303300.0,0.0086,0.4549,0.5,1,0,41,1,19,2,334000.0,6,5,0.0156,1,0
25,Male,Bagmati,58600,646000,48,7,2,0,0,2.6563,0.3918,0.4,127800.0,-0.173,0.6997,0.4,1,0,21,2,28,4,169500.0,6,12,0.0114,0,1
55,Female,Karnali,34200,162000,24,0,0,0,0,1.3852,0.7041,1.0,26000.0,0.1046,0.2599,0.6,0,2,63,1,80,4,44100.0,6,14,0.0162,0,0
60,Male,Bagmati,164600,1407000,84,0,0,0,0,1.4911,0.6734,0.7,182900.0,-0.1622,0.5668,0.6,1,2,158,3,45,1,174000.0,9,60,0.0117,0,0
47,Male,Madhesh,32600,368000,120,180,1,0,0,2.7213,0.3913,0.4,56900.0,0.0471,0.4937,0.6,1,1,72,1,245,4,99100.0,7,2,0.0154,1,0
26,Male,Madhesh,12000,130000,12,0,0,0,0,0.7303,1.3395,1.0,112900.0,0.0744,0.6381,0.5,0,0,22,0,5,3,158000.0,3,29,0.0142,1,0
25,Male,Gandaki,58600,473000,36,0,0,0,1,1.9108,0.5185,1.0,137500.0,0.1106,0.643,0.5,0,1,0,1,49,6,159400.0,3,32,0.0119,0,0
52,Male,Lumbini,12000,50000,48,0,0,0,0,3.5,0.1734,0.4,500.0,0.0449,0.6007,0.6,1,0,173,0,32,5,47200.0,7,17,0.0123,0,0
26,Male,Province No. 1,47000,346000,48,0,0,0,0,1.7683,0.6001,1.0,41100.0,0.0765,0.6886,0.6,1,3,0,2,96,5,32000.0,6,2,0.0134,1,0
23,Male,Gandaki,21000,282000,60,0,0,0,0,1.5066,0.6469,0.4,500.0,-0.1153,0.5729,0.8,1,2,8,1,60,1,37100.0,4,8,0.0111,0,0
58,Male,Madhesh,43700,367000,84,0,0,0,1,2.5733,0.3742,1.0,51800.0,0.105,0.5807,0.5,0,1,89,0,37,4,63700.0,1,51,0.0142,0,0
43,Male,Province No. 1,21800,212000,60,0,0,0,0,1.8951,0.5605,0.4,161200.0,-0.0255,0.5955,0.8,1,1,54,3,6,2,245400.0,4,31,0.0128,0,0
45,Male,Sudurpashchim,26700,297000,60,12,3,2,0,2.2715,0.4417,0.7,29500.0,0.3265,0.7911,0.6,1,1,78,2,110,4,93400.0,11,38,0.0147,0,0
49,Female,Bagmati,108800,666000,84,0,0,0,0,2.0538,0.5063,0.7,674500.0,0.1125,0.6472,1.0,0,3,32,2,73,5,435900.0,8,35,0.0128,0,0
35,Female,Province No. 1,90100,829000,36,39,3,2,0,1.5076,0.7164,0.7,734900.0,0.2446,0.2702,0.8,1,2,36,0,85,4,743600.0,3,37,0.0131,0,0
30,Male,Bagmati,95100,506000,84,13,9,7,0,1.8826,0.5487,1.0,1431900.0,0.0763,0.3997,0.8,1,3,50,1,33,6,1457900.0,7,0,0.0108,0,1
42,Male,Lumbini,87300,771000,48,0,0,0,0,2.1149,0.4618,0.7,367300.0,0.249,0.4413,0.5,1,1,108,1,31,1,227400.0,8,48,0.0149,0,0
24,Male,Madhesh,13700,75000,84,22,3,3,0,1.6416,0.5774,0.4,90500.0,0.0576,0.3447,0.5,0,3,24,3,70,4,51500.0,9,68,0.015,0,1
33,Male,Sudurpashchim,21100,311000,60,1,1,0,0,1.712,0.5927,0.4,59700.0,-0.0066,0.4636,0.6,0,1,33,1,94,2,51000.0,3,43,0.0153,0,0
45,Male,Bagmati,55100,205000,24,21,1,0,0,1.7363,0.5935,0.4,231000.0,-0.0352,0.3539,0.6,1,3,32,1,39,6,214600.0,12,47,0.0112,0,1
60,Female,Bagmati,76000,738000,120,0,0,0,0,1.2996,0.7275,0.7,770100.0,0.1202,0.5074,0.5,1,3,65,0,88,6,793400.0,2,58,0.0116,0,0
46,Female,Sudurpashchim,50800,351000,12,4,0,0,0,0.7908,0.982,0.7,103100.0,0.1341,0.7502,0.5,0,2,69,4,33,2,143400.0,6,18,0.0154,1,1
52,Female,Bagmati,57100,564000,60,0,0,0,0,1.5101,0.699,0.7,225300.0,0.1008,0.3378,0.5,0,3,24,2,93,5,303000.0,6,0,0.0135,0,0
34,Male,Madhesh,8000,83000,120,8,2,1,0,3.5,0.1975,0.7,500.0,0.1563,0.7454,0.5,0,0,8,1,91,3,4800.0,6,3,0.0134,1,0
23,Male,Sudurpashchim,24700,409000,24,0,0,0,0,0.8165,1.05,0.7,173900.0,0.0446,0.3903,0.5,0,1,23,4,60,1,116800.0,12,50,0.0156,0,0
36,Male,Lumbini,44500,427000,36,0,0,0,0,1.0507,0.9077,1.0,227700.0,0.0054,0.7571,0.5,0,4,92,2,2,1,284900.0,8,38,0.0128,0,1
50,Male,Bagmati,144900,925000,120,0,0,0,0,2.0814,0.4543,1.0,738300.0,0.0849,0.3102,0.8,0,2,128,2,12,5,950300.0,4,28,0.0114,0,0
22,Male,Gandaki,23400,136000,36,0,0,0,0,2.285,0.4536,0.7,60900.0,0.1417,0.5818,0.6,1,1,18,0,33,3,30700.0,4,20,0.0126,0,0
57,Female,Province No. 1,53500,330000,120,0,0,0,0,3.5,0.1372,1.0,125800.0,0.1599,0.5756,0.8,1,0,240,0,173,4,118300.0,9,47,0.0123,0,0
33,Male,Madhesh,37500,121000,12,0,0,0,0,2.1216,0.4592,1.0,18100.0,0.0672,0.4928,0.5,0,1,111,1,18,4,20300.0,11,18,0.0141,0,0
49,Female,Bagmati,90200,1213000,48,0,0,0,0,2.0993,0.5084,1.0,188300.0,0.1709,0.4542,0.5,0,0,193,3,92,6,111200.0,12,41,0.0115,0,0
58,Female,Bagmati,163500,1425000,120,0,0,0,0,3.5,0.1641,0.7,238100.0,-0.0086,0.5537,0.4,0,0,4,0,91,5,263300.0,12,47,0.0123,0,0
46,Female,Gandaki,34900,185000,60,0,0,0,0,2.7129,0.3934,0.4,92500.0,0.2335,0.4953,0.8,1,1,120,1,85,6,59200.0,12,58,0.0141,0,0
28,Female,Province No. 1,45500,326000,24,0,0,0,0,2.2782,0.4615,0.7,516100.0,-0.0098,0.3305,0.6,0,0,117,1,120,6,444700.0,12,36,0.0123,0,0
31,Male,Gandaki,34100,139000,48,42,0,0,1,2.3317,0.4316,0.4,2100.0,0.1883,0.6728,0.5,0,1,131,2,33,6,500.0,4,33,0.0124,0,1
40,Female,Bagmati,45100,362000,84,0,0,0,0,1.9852,0.5262,0.4,39300.0,0.017,0.2715,0.5,0,2,132,1,27,1,32100.0,4,17,0.0113,0,1
62,Female,Madhesh,17200,107000,84,33,2,1,0,1.7906,0.5544,1.0,54400.0,0.0084,0.8068,0.5,1,4,87,3,28,5,17800.0,9,75,0.0141,0,1
49,Female,Bagmati,83800,986000,48,0,0,0,0,1.4195,0.6482,1.0,111200.0,0.0334,0.4222,0.8,1,1,142,0,7,1,117000.0,5,22,0.0126,0,0
46,Female,Bagmati,72100,340000,84,0,0,0,0,3.5,0.1298,1.0,197700.0,0.0794,0.6081,0.4,0,0,41,0,1,2,163400.0,11,29,0.0126,0,0
54,Female,Province No. 1,43400,272000,84,0,0,0,0,3.2564,0.2971,1.0,518300.0,0.0973,0.7161,0.4,1,1,240,2,6,3,398000.0,2,30,0.0124,0,0
26,Female,Lumbini,34700,199000,60,0,0,0,0,2.3451,0.4188,0.7,292100.0,0.0913,0.7761,0.4,0,2,53,1,9,3,313900.0,6,0,0.0134,0,0
24,Male,Bagmati,77100,759000,120,0,0,0,0,2.6524,0.3883,1.0,126800.0,0.062,0.3009,0.5,0,1,5,1,25,3,180300.0,3,29,0.0114,0,1
45,Male,Madhesh,23500,112000,84,0,0,0,0,3.5,0.2448,0.4,92100.0,-0.2,0.3095,0.5,1,1,15,0,1,5,78700.0,12,36,0.013,0,0
45,Male,Bagmati,122500,1460000,36,0,0,0,0,1.5431,0.6256,0.7,360100.0,0.1282,0.8037,1.0,1,0,0,1,16,2,483900.0,8,40,0.0113,0,0
31,Female,Bagmati,102200,498000,36,0,0,0,0,2.1559,0.4452,1.0,48300.0,0.1105,0.5855,0.8,1,2,6,2,55,4,53200.0,6,0,0.0118,0,0
47,Male,Lumbini,8800,141000,120,0,0,0,0,2.5673,0.4333,0.4,84100.0,0.024,0.4141,1.0,1,1,226,1,40,1,57100.0,6,0,0.013,0,0
27,Female,Madhesh,8000,109000,60,0,0,0,0,1.7866,0.5725,0.4,16200.0,0.1501,0.3756,0.6,0,1,28,1,7,3,11000.0,7,9,0.014,0,0
29,Male,Sudurpashchim,8000,79000,48,0,0,0,0,2.3268,0.4391,0.7,500.0,0.2815,0.5566,0.4,0,1,62,2,1,4,500.0,10,67,0.0159,0,1
58,Female,Province No. 1,55400,897000,120,4,1,0,0,2.5955,0.369,0.7,782600.0,-0.0406,0.5396,0.5,0,0,240,1,10,5,969300.0,5,1,0.0119,0,0
22,Female,Bagmati,33000,261000,12,0,0,0,1,0.8429,1.1139,0.4,60100.0,0.0254,0.6973,0.6,0,0,0,0,48,1,14000.0,5,23,0.0115,0,1
44,Male,Province No. 1,54500,362000,12,9,0,0,1,0.719,1.2322,0.7,80300.0,0.0157,0.4823,0.5,0,2,3,1,12,4,122700.0,9,45,0.0132,0,0
56,Male,Madhesh,29600,254000,120,114,0,0,0,2.236,0.4217,0.4,210100.0,0.0744,0.7318,0.6,1,2,21,1,9,1,256200.0,11,19,0.0161,0,1
50,Female,Bagmati,99000,1234000,120,0,0,0,0,2.5732,0.3998,1.0,52400.0,0.1075,0.6464,0.6,1,2,237,1,29,1,15300.0,1,49,0.0137,0,0
39,Male,Karnali,21900,131000,12,0,0,0,0,0.9544,0.9114,0.7,115000.0,0.2088,0.2889,0.5,1,2,19,2,25,4,208500.0,7,4,0.0156,1,0
34,Male,Bagmati,75600,1049000,120,0,0,0,0,2.3331,0.4279,1.0,87800.0,0.1096,0.657,0.6,1,1,15,2,104,5,46700.0,3,20,0.0109,0,0
23,Female,Madhesh,27600,189000,120,0,0,0,0,3.5,0.259,1.0,208700.0,0.0888,0.6107,0.5,1,1,18,0,1,3,225500.0,2,38,0.0141,0,0
26,Female,Sudurpashchim,11600,50000,36,36,2,3,0,3.5,0.2668,1.0,500.0,0.147,0.2545,0.5,0,1,15,2,23,4,500.0,8,55,0.0161,1,0
45,Female,Bagmati,141400,1776000,60,1,1,0,0,2.9193,0.3543,1.0,106900.0,0.0606,0.5831,0.6,0,0,41,0,78,2,79000.0,2,49,0.0109,0,0
43,Male,Province No. 1,52900,454000,48,0,0,0,0,2.0864,0.4845,1.0,166900.0,0.0617,0.614,0.6,0,2,116,0,96,3,173600.0,1,46,0.0121,1,0
36,Female,Bagmati,157900,1247000,60,4,1,0,0,2.3855,0.4071,1.0,281200.0,0.051,0.6401,0.6,1,1,65,1,38,3,160100.0,12,56,0.0118,0,0
33,Female,Karnali,12400,100000,36,44,0,0,0,2.8423,0.3445,1.0,81600.0,0.0749,0.3458,0.4,0,0,25,0,20,2,71000.0,6,8,0.015,0,0
24,Female,Bagmati,28800,228000,60,0,0,1,0,1.8998,0.5283,0.7,322700.0,0.0624,0.2535,0.6,0,3,17,3,27,2,264500.0,10,67,0.0124,0,0
26,Female,Bagmati,48300,724000,120,0,0,0,0,1.7002,0.5614,0.7,97100.0,0.3181,0.6939,0.5,1,2,23,1,73,2,83300.0,7,3,0.0108,0,0
33,Female,Gandaki,66200,325000,60,0,0,0,0,2.185,0.4834,0.7,89500.0,0.3473,0.6791,0.5,0,2,54,4,62,5,68600.0,3,41,0.0123,0,0
59,Male,Karnali,39300,483000,48,0,0,0,0,2.0802,0.4628,1.0,468300.0,0.0869,0.7367,1.0,1,0,240,0,71,3,390400.0,6,0,0.0161,1,0
34,Male,Bagmati,124500,578000,36,0,0,0,0,3.3308,0.2813,0.7,273400.0,-0.0638,0.7528,0.6,0,1,24,1,122,2,249000.0,5,4,0.0116,0,0
25,Female,Province No. 1,51700,403000,60,0,0,0,0,1.46,0.6803,1.0,150000.0,0.0915,0.5652,0.8,1,3,7,1,1,6,199200.0,11,17,0.0126,1,0
45,Female,Bagmati,107900,598000,48,0,0,0,0,1.2793,0.7335,1.0,751100.0,0.1009,0.5253,0.8,1,3,138,1,27,1,834900.0,12,32,0.0116,1,0
26,Female,Madhesh,23200,149000,60,12,3,3,0,3.5,0.1942,1.0,500.0,0.0977,0.4751,0.8,1,0,2,0,7,1,11000.0,3,23,0.0158,0,0
37,Male,Gandaki,43400,332000,60,0,0,0,0,3.5,0.2828,0.4,189500.0,-0.1595,0.5139,0.5,0,0,159,1,112,3,169100.0,9,57,0.0131,0,0
51,Female,Bagmati,83000,623000,48,0,0,0,0,3.5,0.2804,0.4,88800.0,0.0995,0.339,0.5,1,0,74,0,6,4,86800.0,10,65,0.0124,0,0
25,Female,Province No. 1,28700,442000,84,5,0,0,1,1.5951,0.6358,0.7,23800.0,0.2131,0.6143,0.6,0,1,24,1,32,1,41500.0,9,64,0.0129,1,1
59,Male,Madhesh,35500,270000,36,10,1,2,0,1.5523,0.6815,0.7,500.0,0.1401,0.5545,0.6,1,2,17,5,41,6,500.0,10,82,0.0144,0,1
47,Female,Lumbini,22400,323000,120,0,0,0,0,1.4672,0.6994,1.0,500.0,0.158,0.3377,0.6,1,2,151,3,18,5,53600.0,10,83,0.0135,1,0
59,Other,Madhesh,24900,148000,60,0,0,1,0,3.5,0.2019,0.7,47400.0,-0.0826,0.6734,0.5,0,0,75,0,12,4,43900.0,3,44,0.0136,0,0
51,Male,Madhesh,51300,904000,120,0,0,0,0,2.5286,0.3892,1.0,134500.0,0.0927,0.4113,0.4,0,0,18,0,30,6,135800.0,5,13,0.0141,0,0
61,Male,Lumbini,15600,106000,24,0,0,0,0,1.2847,0.7344,1.0,80000.0,0.0549,0.7603,0.5,1,2,49,0,32,6,90500.0,7,0,0.0136,0,0
42,Male,Province No. 1,21800,280000,60,36,3,1,0,2.4113,0.3922,0.4,83000.0,0.0133,0.7039,0.8,1,0,65,0,53,5,101100.0,6,0,0.0136,1,0
21,Male,Lumbini,26800,282000,12,4,3,2,0,0.7577,1.417,0.4,500.0,0.0967,0.545,0.4,0,1,11,2,16,5,500.0,9,48,0.0123,1,1
23,Female,Madhesh,30800,198000,60,0,0,0,0,2.3859,0.4047,1.0,42300.0,0.0633,0.3996,0.5,0,1,1,1,60,4,78500.0,12,46,0.014,0,0
