applicant_age,gender,province,monthly_income_npr,loan_amount_npr,loan_tenure_months,close_year,max_dpd_24m,overdue_count_12m,bounce_count_12m,restructure_count,dscr,emi_income_ratio,income_stability,avg_bank_balance_6m,income_cagr_2y,ltv_ratio,collateral_score,insurance_flag,active_loan_count,credit_history_months,hard_enquiry_6m,bank_tenure_months,product_count,avg_deposit_12m,bs_month_applied,festival_proximity,district_npa_rate,remittance_inflow_flag,defaulted
42,Male,Sudurpashchim,32300,248000,120,2024,0,0,0,1,3.5,0.2566,1.0,95900.0,0.0564,0.3866,0.6,0,1,18,3,37,5,74800.0,9,53,0.0148,1,0
53,Male,Gandaki,60100,289000,36,2019,0,0,0,0,2.1299,0.5081,1.0,501100.0,0.1222,0.4443,0.4,0,2,33,1,11,3,597700.0,9,51,0.0126,0,0
46,Female,Sudurpashchim,47800,578000,36,2018,0,0,1,0,1.5531,0.6112,0.7,47700.0,0.1615,0.692,0.5,0,0,145,1,46,4,97400.0,10,71,0.0148,0,0
35,Male,Bagmati,40900,565000,120,2018,66,6,5,1,2.8753,0.3401,1.0,500.0,0.0906,0.3449,0.6,1,1,64,0,25,1,600.0,3,42,0.0128,1,0
48,Male,Bagmati,73600,757000,60,2020,3,1,0,0,2.1996,0.4918,0.7,57700.0,0.2363,0.6815,0.6,1,1,36,0,24,1,31300.0,6,12,0.0116,0,0
46,Female,Bagmati,54800,532000,24,2019,4,2,3,0,1.1479,0.8165,1.0,264600.0,0.1448,0.7314,0.5,0,1,176,2,119,2,251000.0,1,68,0.0112,0,0
23,Male,Bagmati,46900,305000,120,2024,1,3,2,0,2.1127,0.4968,0.4,81900.0,0.1896,0.3825,0.4,0,4,24,3,60,1,52600.0,1,72,0.0118,0,0
46,Female,Province No. 1,57700,278000,12,2024,12,3,1,0,1.249,0.824,0.7,95700.0,0.2469,0.7674,0.5,1,2,19,0,93,6,98000.0,1,51,0.0134,0,1
35,Male,Province No. 1,30200,361000,48,2021,0,0,0,0,1.3207,0.6821,1.0,93800.0,0.1059,0.5558,0.5,1,1,1,2,14,5,55800.0,3,36,0.0136,0,0
27,Female,Sudurpashchim,17400,85000,84,2021,0,0,0,0,2.8886,0.3493,0.4,143800.0,0.1015,0.7284,0.4,0,1,21,0,42,5,164600.0,5,6,0.0158,0,0
43,Female,Bagmati,78000,318000,36,2021,0,0,0,0,2.2156,0.453,1.0,689100.0,0.0963,0.3453,0.6,1,2,240,4,27,6,686900.0,3,31,0.0123,0,0
42,Male,Province No. 1,58700,418000,48,2023,0,0,0,0,3.5,0.2391,1.0,42900.0,0.0713,0.6132,0.6,1,0,106,1,137,4,62600.0,12,30,0.0133,0,0
51,Male,Sudurpashchim,27400,442000,120,2019,0,0,0,0,1.871,0.5324,0.7,104200.0,0.1666,0.6107,0.5,1,1,240,1,52,3,42400.0,6,0,0.0147,0,0
39,Male,Gandaki,73300,662000,120,2019,0,0,0,0,2.4028,0.4242,0.7,144200.0,0.2541,0.5407,0.8,1,1,3,3,33,2,194700.0,3,28,0.0126,0,0
52,Male,Madhesh,47600,288000,48,2020,2,4,1,0,3.0794,0.3013,1.0,129200.0,0.0903,0.3108,0.5,1,1,240,1,48,1,125900.0,10,79,0.0142,0,0
32,Male,Lumbini,38900,424000,48,2022,0,0,1,0,1.6288,0.8099,1.0,164300.0,0.0736,0.6089,0.8,1,2,82,1,7,5,212600.0,12,47,0.0129,1,0
46,Female,Bagmati,188700,1442000,48,2023,0,0,0,0,2.2948,0.439,1.0,1196800.0,0.136,0.4872,0.5,1,1,240,3,25,3,1177300.0,7,17,0.0105,0,0
61,Male,Madhesh,46300,445000,120,2024,48,4,1,0,3.4508,0.3161,0.7,530900.0,-0.0258,0.7307,0.6,1,1,240,1,62,3,501200.0,6,0,0.0155,0,0
45,Female,Sudurpashchim,32400,171000,48,2018,0,0,1,0,2.5804,0.3788,0.4,314400.0,-0.014,0.6133,0.5,0,1,99,3,87,4,256100.0,10,83,0.0155,0,0
49,Female,Bagmati,160600,1125000,84,2021,6,2,1,1,3.5,0.1633,1.0,112400.0,0.0866,0.784,0.6,1,0,207,1,56,5,99400.0,10,81,0.0139,0,0
36,Male,Madhesh,9500,69000,60,2020,17,3,3,0,2.9096,0.3269,0.4,10400.0,0.1928,0.6789,0.6,1,1,68,1,52,1,500.0,5,16,0.0145,1,0
49,Male,Madhesh,64500,437000,24,2018,0,0,0,0,1.3385,0.6579,1.0,126400.0,0.0292,0.2786,0.8,1,1,21,1,29,2,106200.0,1,75,0.0149,0,0
56,Female,Sudurpashchim,49500,296000,24,2023,0,0,0,0,1.9135,0.5015,0.7,3400.0,0.1556,0.6047,0.5,0,1,11,1,11,4,500.0,8,32,0.0144,0,0
57,Male,Province No. 1,30700,162000,24,2021,10,2,3,0,1.946,0.4881,0.4,73800.0,0.0136,0.7263,0.6,1,1,28,3,31,4,87200.0,9,57,0.0139,0,1
59,Other,Karnali,21700,94000,60,2022,5,2,2,1,3.5,0.2564,0.7,29600.0,0.058,0.4977,0.6,0,1,190,0,96,6,18900.0,6,3,0.015,1,0
33,Male,Lumbini,30800,292000,24,2021,0,0,0,0,1.8608,0.5723,1.0,119000.0,0.0178,0.4457,0.5,1,0,83,1,12,6,47100.0,6,17,0.0127,0,0
56,Male,Lumbini,25900,126000,60,2021,0,0,1,0,2.6989,0.3572,1.0,112900.0,0.1243,0.6709,0.6,0,2,194,2,58,6,73200.0,3,27,0.0132,0,0
35,Male,Lumbini,92400,669000,24,2019,0,0,1,0,1.1163,0.9427,1.0,123700.0,0.051,0.2548,0.8,1,2,51,2,33,2,97800.0,12,41,0.0134,0,0
57,Male,Madhesh,46900,424000,48,2024,62,2,1,0,3.0437,0.3269,0.7,428000.0,0.2945,0.276,0.8,1,0,240,0,113,5,455400.0,5,29,0.0135,1,1
21,Male,Bagmati,14600,155000,60,2019,0,0,0,0,1.8884,0.4921,0.4,500.0,0.0341,0.7948,0.6,0,1,0,0,36,6,500.0,5,7,0.0109,0,0
59,Male,Lumbini,25500,425000,120,2022,29,1,0,0,2.467,0.4394,1.0,122500.0,0.0582,0.6823,0.8,0,1,140,0,89,4,94300.0,11,31,0.0126,0,0
30,Male,Lumbini,8000,50000,36,2024,0,0,0,0,1.5393,0.6739,1.0,4400.0,0.0702,0.3848,0.6,0,3,45,3,2,6,17800.0,6,0,0.0137,0,0
29,Male,Madhesh,46000,427000,120,2020,0,0,0,0,2.7631,0.3611,1.0,73200.0,0.0587,0.696,0.8,1,1,2,0,13,3,24200.0,12,52,0.0138,0,0
44,Male,Province No. 1,52400,274000,48,2021,0,0,0,0,1.553,0.6188,0.7,101500.0,0.1684,0.5578,0.6,1,2,9,0,1,3,103200.0,6,1,0.0133,0,0
42,Male,Lumbini,56000,507000,120,2023,0,0,0,1,2.9576,0.3521,0.7,206200.0,0.1448,0.4945,0.6,1,2,10,2,15,6,172900.0,7,0,0.0139,0,0
27,Male,Gandaki,47700,323000,36,2020,22,1,0,0,3.5,0.2798,1.0,69200.0,0.0784,0.3679,0.6,1,0,43,1,42,4,56200.0,3,17,0.0123,0,0
43,Male,Bagmati,160200,1974000,12,2020,0,0,0,0,0.7091,1.5646,0.7,481000.0,0.2443,0.3489,0.6,1,1,82,4,17,6,512700.0,9,60,0.0122,0,0
54,Female,Bagmati,83600,1181000,60,2019,0,0,0,0,1.2225,0.8931,1.0,143900.0,0.0513,0.4008,0.6,1,2,240,3,56,1,58900.0,10,66,0.0113,0,0
41,Male,Gandaki,67300,1028000,60,2018,3,0,0,1,1.6312,0.6212,0.7,500.0,0.0621,0.3315,0.6,0,1,36,0,39,6,500.0,7,0,0.0128,0,0
45,Male,Madhesh,41100,337000,48,2020,0,0,0,0,2.373,0.3957,1.0,814800.0,0.0948,0.3528,0.4,0,1,94,0,149,6,771700.0,7,19,0.0147,0,0
56,Female,Bagmati,51500,605000,48,2022,0,0,0,0,1.7497,0.5734,1.0,123600.0,0.0879,0.5881,0.6,0,1,240,1,38,3,110200.0,2,56,0.0116,0,0
28,Female,Bagmati,57000,332000,24,2018,0,0,0,0,1.4144,0.6839,0.7,500.0,0.2477,0.3712,0.5,0,2,76,0,120,6,45600.0,6,8,0.0112,1,0
34,Male,Bagmati,75100,570000,24,2023,0,0,1,0,1.8178,0.5134,0.7,144000.0,0.0513,0.7784,0.6,1,0,35,1,1,1,187600.0,8,51,0.0115,0,0
58,Female,Sudurpashchim,33600,163000,36,2021,72,0,0,1,2.4682,0.3993,1.0,136300.0,0.0945,0.4858,0.6,0,1,76,1,20,2,129600.0,6,1,0.0154,1,0
27,Female,Sudurpashchim,56500,514000,12,2022,0,0,0,0,0.7281,1.411,0.7,1364900.0,0.2996,0.7058,0.5,0,2,30,3,21,2,947100.0,8,45,0.0159,0,1
31,Female,Gandaki,51700,232000,48,2020,0,0,0,0,2.9902,0.3478,1.0,968900.0,0.0587,0.266,0.8,1,2,51,1,14,5,1167200.0,10,88,0.0129,0,0
32,Female,Bagmati,72000,841000,24,2022,0,0,0,0,1.1468,0.8481,1.0,89100.0,0.0084,0.4309,0.4,0,1,66,1,3,1,93100.0,6,18,0.0125,0,0
55,Female,Bagmati,52900,377000,48,2023,0,0,0,0,2.0793,0.4832,0.4,98700.0,0.0647,0.4255,0.6,0,2,44,0,27,6,120000.0,5,17,0.011,0,1
27,Female,Bagmati,38400,180000,36,2018,60,4,0,0,2.4125,0.4228,0.4,209100.0,-0.0443,0.6242,0.8,1,2,2,1,108,6,141400.0,4,21,0.0115,0,0
36,Male,Gandaki,64500,822000,24,2024,0,0,0,0,0.7447,1.3793,1.0,66800.0,0.141,0.3676,0.6,1,4,1,2,2,1,43300.0,6,17,0.0135,0,0
38,Female,Bagmati,72700,387000,60,2022,0,0,0,0,2.0505,0.4926,0.4,178700.0,-0.0169,0.5062,0.5,1,2,5,1,12,2,195700.0,1,49,0.0131,0,0
24,Male,Gandaki,62100,499000,36,2022,0,0,0,0,2.8462,0.3441,0.7,284400.0,0.09,0.2927,1.0,1,0,12,2,72,3,154700.0,10,76,0.0131,0,0
25,Female,Province No. 1,54300,361000,48,2022,0,0,0,0,3.5,0.2662,1.0,33200.0,0.1286,0.3573,0.8,0,0,5,0,1,2,72600.0,11,33,0.0146,0,0
36,Other,Madhesh,25200,103000,120,2018,0,0,0,0,3.5,0.2415,1.0,500.0,0.1011,0.5502,0.4,0,1,94,1,16,5,11200.0,9,66,0.0142,0,0
24,Male,Karnali,36500,238000,84,2021,0,0,0,0,1.8944,0.5171,1.0,299500.0,0.0195,0.2608,0.6,1,2,11,1,33,6,187100.0,11,30,0.0162,1,0
62,Male,Bagmati,54700,345000,36,2019,62,0,0,0,1.6138,0.5802,0.7,80400.0,0.2298,0.5188,0.8,1,2,110,2,54,3,71100.0,3,16,0.0108,0,1
39,Female,Bagmati,45200,271000,60,2022,1,2,4,0,3.5,0.3108,0.4,397000.0,0.1325,0.6237,1.0,1,1,240,1,43,2,304800.0,11,19,0.0152,0,0
21,Female,Province No. 1,52700,213000,24,2024,0,0,0,0,2.1149,0.4728,1.0,21000.0,0.0882,0.6561,0.5,0,1,0,0,24,3,14200.0,12,30,0.0121,0,0
46,Female,Gandaki,38100,419000,120,2021,0,0,0,0,3.5,0.2085,1.0,186700.0,0.0624,0.7193,0.6,0,0,72,1,130,3,200700.0,12,34,0.0134,1,0
52,Other,Lumbini,55400,431000,36,2020,0,0,0,0,1.6192,0.6066,1.0,83600.0,0.0316,0.7882,0.5,0,2,182,2,93,2,102700.0,7,18,0.013,0,1
46,Male,Province No. 1,11700,91000,24,2022,7,4,2,0,2.0135,0.4453,0.7,72600.0,0.1924,0.4156,0.4,0,0,49,1,22,6,125800.0,6,8,0.0131,0,0
44,Female,Madhesh,29300,160000,36,2020,0,0,0,0,3.5,0.232,0.7,109500.0,0.0266,0.574,1.0,0,0,4,1,215,6,50800.0,4,19,0.0136,1,0
24,Female,Gandaki,44400,355000,36,2024,0,0,0,0,2.9558,0.3473,1.0,164400.0,0.0759,0.6627,0.8,1,0,0,0,72,5,275700.0,9,46,0.0133,0,0
51,Male,Madhesh,76600,871000,60,2021,36,0,0,0,2.0636,0.5182,0.7,319000.0,-0.0643,0.4828,0.8,1,1,240,1,29,1,369700.0,7,0,0.0145,1,0
61,Male,Bagmati,82600,461000,60,2023,7,3,1,0,3.5,0.1593,1.0,499200.0,0.0553,0.6909,0.6,0,0,240,1,30,4,667600.0,2,42,0.0128,0,0
36,Female,Bagmati,93200,999000,60,2021,17,0,0,0,3.2166,0.3115,0.7,85600.0,0.2535,0.6224,0.8,1,0,16,0,32,4,86300.0,6,0,0.0136,0,0
26,Female,Bagmati,124900,941000,60,2020,0,0,0,0,2.0554,0.4788,0.7,350900.0,0.1764,0.5386,0.6,0,2,3,2,7,6,294700.0,6,11,0.0138,0,0
29,Female,Province No. 1,23700,71000,120,2022,135,1,0,2,3.5,0.1566,0.7,458100.0,0.2316,0.3189,0.5,0,1,33,3,22,2,297000.0,11,32,0.0128,0,0
48,Male,Lumbini,8000,50000,12,2018,0,0,0,0,0.8159,0.9984,1.0,2700.0,0.0643,0.5589,0.8,1,1,129,1,150,2,15000.0,10,84,0.0135,0,0
47,Female,Gandaki,101900,1257000,120,2023,0,0,0,0,3.5,0.2661,0.7,168700.0,0.1841,0.7701,0.4,1,0,90,2,82,5,137700.0,7,0,0.0125,0,0
58,Male,Bagmati,111200,536000,84,2024,16,5,1,0,2.182,0.4397,0.7,74500.0,0.1579,0.298,0.4,0,2,148,1,20,4,124000.0,3,36,0.0114,0,1
38,Male,Lumbini,37700,457000,84,2022,28,1,1,0,2.1167,0.4484,0.7,118400.0,-0.112,0.3417,0.6,1,1,5,1,19,3,118400.0,7,0,0.013,0,0
58,Female,Province No. 1,50900,261000,48,2020,6,0,0,0,1.3235,0.6677,0.7,28400.0,-0.0013,0.7244,0.5,1,3,240,2,11,1,19000.0,9,56,0.0129,0,0
32,Female,Gandaki,103900,592000,48,2019,57,2,1,0,3.4268,0.2912,0.7,835500.0,0.036,0.5652,0.5,0,1,18,1,12,3,953200.0,11,34,0.0128,1,0
42,Female,Gandaki,51700,687000,60,2023,0,0,0,0,2.5658,0.3892,1.0,104200.0,0.0609,0.5537,0.6,1,0,240,1,15,2,107600.0,5,2,0.0124,1,0
48,Male,Karnali,33700,574000,120,2020,7,0,0,0,1.4278,0.7847,1.0,500.0,0.0906,0.6345,0.6,1,2,7,2,97,4,500.0,11,21,0.0152,1,1
32,Female,Province No. 1,43700,422000,60,2022,12,3,0,0,2.5722,0.3674,0.4,500.0,-0.0175,0.7743,0.8,1,1,33,2,17,4,800.0,9,64,0.0126,0,0
36,Female,Province No. 1,25900,302000,120,2023,39,4,2,0,1.5332,0.6774,1.0,167700.0,0.0699,0.3811,0.6,1,3,2,6,25,2,125900.0,9,54,0.0134,1,0
55,Male,Gandaki,39300,361000,36,2023,0,0,0,0,1.1194,0.7765,0.4,373900.0,-0.0326,0.6639,0.5,0,2,41,2,32,3,279500.0,7,16,0.0126,0,1
45,Male,Bagmati,46100,204000,60,2018,0,0,0,0,3.4038,0.2873,0.7,38000.0,-0.1084,0.6785,0.6,1,2,227,2,2,4,52600.0,6,17,0.0128,1,0
46,Female,Madhesh,36400,421000,120,2023,0,0,0,0,2.4026,0.3736,0.4,135900.0,0.1006,0.7828,0.6,1,1,220,1,27,5,64200.0,7,16,0.0157,0,0
47,Male,Gandaki,68700,441000,24,2018,47,1,1,0,2.1577,0.4456,0.7,1138000.0,0.0277,0.6834,0.5,1,0,240,2,21,4,835900.0,3,30,0.0122,0,0
54,Female,Province No. 1,45600,784000,60,2020,0,0,0,0,1.1755,0.8386,0.7,309500.0,0.0627,0.6012,0.4,0,2,11,4,50,3,296700.0,9,72,0.0138,0,0
61,Male,Bagmati,33200,354000,60,2021,0,0,1,0,1.9127,0.5155,0.7,74500.0,0.2951,0.5732,1.0,1,2,36,0,2,4,52300.0,7,0,0.0114,0,0
37,Male,Lumbini,34800,324000,60,2021,6,3,1,0,1.6445,0.616,1.0,235700.0,0.0828,0.7067,0.6,0,2,166,1,15,6,243500.0,2,44,0.0124,0,0
35,Female,Province No. 1,45300,297000,120,2022,0,0,0,0,1.4767,0.682,1.0,233600.0,0.0921,0.78,0.8,0,3,41,1,106,4,205800.0,1,71,0.0129,0,0
59,Male,Province No. 1,80700,883000,120,2024,0,0,1,0,3.5,0.1944,1.0,109700.0,0.0196,0.377,0.4,1,0,205,1,49,6,136900.0,2,43,0.0133,1,0
41,Male,Lumbini,25400,141000,24,2019,13,0,0,1,1.2562,0.7542,1.0,15300.0,0.0558,0.3888,0.6,0,2,3,1,44,2,11400.0,2,53,0.0137,0,1
60,Male,Province No. 1,20200,161000,36,2022,0,0,0,0,2.5649,0.3866,0.4,208100.0,-0.1785,0.2706,0.8,1,0,240,2,109,5,134200.0,5,24,0.0116,0,0
58,Female,Bagmati,62500,466000,12,2019,48,0,0,0,0.9855,1.0414,1.0,65400.0,0.0978,0.3194,0.5,1,1,240,2,98,6,89300.0,1,66,0.011,0,0
51,Male,Gandaki,53800,631000,48,2020,7,4,2,0,2.4359,0.3723,0.7,54600.0,0.208,0.331,0.6,1,0,3,1,51,2,83100.0,9,68,0.0149,0,0
51,Female,Bagmati,63100,600000,120,2023,23,2,0,0,3.5,0.2043,1.0,883900.0,0.0897,0.7073,1.0,1,0,240,5,99,4,945700.0,8,37,0.0111,0,0
60,Male,Province No. 1,28000,91000,48,2018,0,0,0,0,3.5,0.2935,1.0,3600.0,0.0881,0.6052,0.5,1,2,34,2,22,4,16800.0,1,55,0.0135,1,0
32,Male,Province No. 1,28500,231000,60,2018,36,3,1,1,2.4889,0.4071,0.4,500.0,0.2006,0.7967,0.5,0,1,119,1,168,2,12800.0,4,14,0.0129,0,1
40,Male,Bagmati,79300,319000,120,2021,32,3,4,0,3.5,0.103,1.0,333500.0,0.0464,0.6318,1.0,1,0,47,2,64,2,239100.0,12,40,0.0122,0,0
43,Male,Bagmati,90600,995000,48,2021,0,0,0,0,2.573,0.3806,0.7,9500.0,0.1748,0.3054,0.4,0,0,67,1,63,6,40200.0,6,0,0.0115,0,0
29,Male,Gandaki,54600,678000,24,2021,0,0,0,0,1.1525,0.8348,1.0,137500.0,0.0552,0.2426,0.8,1,0,36,2,95,6,108900.0,3,25,0.0124,0,0
42,Male,Bagmati,42900,633000,120,2022,0,0,0,0,3.3153,0.2681,1.0,279100.0,0.1542,0.7747,1.0,1,0,237,2,69,6,257600.0,6,12,0.0113,0,0
48,Male,Karnali,31800,551000,120,2023,17,3,2,0,1.5838,0.5647,1.0,40900.0,0.0782,0.7451,0.6,0,1,240,0,6,4,42500.0,11,20,0.0147,1,0
42,Male,Bagmati,97400,601000,84,2022,16,5,3,1,3.5,0.19,0.7,541700.0,0.0087,0.2486,0.8,1,0,21,0,109,6,584600.0,3,24,0.0126,0,0
48,Male,Sudurpashchim,41400,309000,84,2023,180,4,2,0,1.6882,0.6065,1.0,119000.0,0.1108,0.8,0.6,0,2,50,1,76,6,35500.0,3,43,0.0149,0,1
25,Male,Madhesh,39700,516000,120,2022,18,4,4,0,1.8626,0.5293,0.7,242900.0,0.2659,0.3396,0.6,0,3,24,2,4,5,233800.0,3,43,0.0139,0,0
41,Male,Gandaki,54300,599000,84,2021,0,0,0,0,1.4475,0.69,0.7,82500.0,0.1639,0.2971,0.8,1,2,119,2,31,4,28700.0,11,29,0.0126,0,1
60,Male,Bagmati,101300,1333000,120,2019,0,0,1,0,3.4322,0.2965,1.0,271800.0,0.0728,0.6429,0.4,0,0,240,0,18,5,314600.0,10,78,0.0127,0,0
31,Female,Province No. 1,42000,635000,48,2024,0,0,0,0,1.6522,0.5649,1.0,163300.0,0.1094,0.6937,0.6,0,0,46,0,40,3,84200.0,1,74,0.0129,0,0
40,Female,Lumbini,28200,325000,120,2022,0,0,0,0,2.119,0.4853,1.0,127100.0,0.1347,0.4641,0.6,1,2,1,3,22,5,125400.0,6,8,0.0124,0,0
47,Female,Madhesh,81400,830000,60,2020,0,0,0,0,1.291,0.781,0.7,173300.0,0.0077,0.7323,0.8,1,2,8,1,3,6,146000.0,10,85,0.0158,0,0
47,Male,Gandaki,46000,497000,48,2022,8,3,3,0,1.8272,0.5515,0.7,77900.0,0.1078,0.4134,0.5,0,1,240,4,63,5,69600.0,9,52,0.0129,0,1
28,Female,Province No. 1,51400,698000,36,2022,39,3,5,0,1.4001,0.7198,1.0,242500.0,-0.0006,0.423,0.8,1,2,61,2,37,4,218500.0,3,44,0.0128,0,0
25,Male,Karnali,32000,276000,120,2021,0,0,0,0,3.5,0.1962,0.7,178200.0,0.2243,0.5742,0.8,1,0,3,1,36,6,186600.0,5,8,0.016,1,0
52,Male,Karnali,23700,216000,84,2022,3,1,0,0,1.7329,0.5624,1.0,48600.0,0.0064,0.5163,0.5,0,3,240,1,10,6,48300.0,10,93,0.0158,1,0
43,Male,Lumbini,51700,444000,48,2020,0,0,0,0,1.9735,0.5089,0.7,70100.0,0.0893,0.7377,0.8,1,1,41,0,237,4,105400.0,11,23,0.0137,0,0
59,Female,Province No. 1,8000,170000,36,2024,10,3,1,0,0.754,1.1523,1.0,7400.0,0.0698,0.281,0.5,0,2,240,0,28,4,29100.0,11,24,0.0131,1,0
62,Female,Gandaki,14700,207000,36,2021,0,0,0,0,1.5012,0.6814,1.0,500.0,0.1338,0.2915,0.6,1,1,240,1,18,4,13800.0,9,50,0.0131,0,0
27,Female,Lumbini,35300,339000,84,2022,4,6,5,0,1.7879,0.5718,1.0,64900.0,0.129,0.7526,0.5,0,3,24,4,69,6,118900.0,7,13,0.0126,0,1
36,Male,Gandaki,62700,301000,60,2019,0,0,0,0,3.5,0.173,0.7,199800.0,0.0515,0.5186,1.0,1,0,33,0,22,6,131600.0,4,25,0.0131,0,0
55,Female,Lumbini,65900,458000,36,2023,3,2,0,1,2.3548,0.3931,0.7,428800.0,0.1595,0.7078,0.4,0,1,31,0,8,2,536300.0,10,88,0.0132,1,0
33,Female,Province No. 1,54900,364000,36,2022,0,0,0,0,3.2359,0.3046,1.0,67400.0,0.0908,0.4729,0.8,1,0,56,0,1,3,50300.0,8,48,0.012,0,0
29,Male,Province No. 1,12500,143000,12,2018,0,0,0,1,0.626,1.6751,1.0,2500.0,0.0617,0.3745,1.0,1,0,21,0,10,1,8400.0,8,28,0.0125,0,0
27,Male,Madhesh,52700,358000,60,2021,65,4,1,1,1.487,0.6741,0.7,123700.0,0.062,0.5615,0.5,0,3,58,3,16,4,121400.0,2,57,0.0141,1,1
42,Female,Madhesh,24200,261000,120,2020,0,0,0,0,3.5,0.1991,1.0,111600.0,0.0837,0.261,0.8,1,0,179,1,29,4,123600.0,2,55,0.0141,0,0
37,Male,Province No. 1,65300,804000,48,2021,0,0,0,0,1.4987,0.6899,0.7,928000.0,0.0631,0.6377,0.6,0,1,185,2,82,5,843600.0,3,17,0.0124,0,0
60,Male,Province No. 1,36400,412000,60,2021,0,0,1,0,1.3285,0.8266,1.0,230800.0,0.0476,0.4868,0.6,0,3,61,0,58,6,248000.0,7,0,0.0125,0,0
61,Female,Sudurpashchim,57100,545000,12,2023,0,0,1,0,0.6224,1.3552,1.0,171200.0,0.0698,0.2646,1.0,1,0,197,1,61,2,198800.0,10,72,0.015,0,0
24,Female,Bagmati,52400,496000,120,2022,1,1,0,0,3.0437,0.3293,1.0,248800.0,0.0766,0.6185,0.8,1,1,14,0,72,2,145300.0,4,10,0.0111,0,0
58,Male,Gandaki,51900,407000,60,2021,0,0,0,0,2.7752,0.3733,1.0,500.0,0.1307,0.6783,0.6,1,1,16,1,11,5,500.0,6,12,0.012,1,0
24,Other,Province No. 1,45800,344000,36,2019,0,0,0,0,2.0343,0.5328,0.7,63600.0,0.2838,0.6571,0.6,0,1,14,1,12,3,18200.0,3,41,0.0119,0,0
51,Female,Sudurpashchim,35000,279000,12,2024,0,0,0,0,0.9821,1.0643,1.0,231500.0,0.0409,0.6646,0.6,0,0,213,0,128,6,195700.0,9,61,0.0153,0,1
61,Male,Sudurpashchim,19900,311000,120,2020,0,0,0,0,2.543,0.3705,1.0,151500.0,0.0751,0.4741,0.5,0,1,115,2,50,3,155600.0,6,0,0.0161,0,0
35,Female,Lumbini,72200,544000,60,2018,0,0,0,0,3.5,0.2351,1.0,243200.0,0.0479,0.7714,0.6,0,0,16,0,63,3,171700.0,2,31,0.0126,1,0
27,Female,Gandaki,45300,390000,36,2020,0,0,0,0,1.9087,0.5354,1.0,86500.0,-0.0438,0.3535,0.6,1,1,41,0,3,5,111500.0,12,45,0.0119,0,0
23,Female,Gandaki,37800,227000,48,2019,0,0,0,0,3.5,0.2107,0.7,141400.0,0.0174,0.3982,0.8,1,0,1,1,45,6,128600.0,5,6,0.012,1,0
35,Male,Karnali,30300,78000,84,2021,6,1,2,0,3.5,0.05,0.7,21000.0,-0.0122,0.2992,0.6,0,0,240,0,13,4,80400.0,7,22,0.0153,1,0
61,Male,Gandaki,34800,248000,120,2023,0,0,0,0,1.5083,0.642,0.4,346100.0,-0.1537,0.2999,1.0,1,4,240,1,111,6,424500.0,12,56,0.0139,1,0
40,Male,Lumbini,31100,90000,60,2021,0,0,1,0,3.2495,0.3123,1.0,500.0,0.0512,0.3312,0.6,1,1,52,0,49,5,500.0,4,19,0.0148,1,0
38,Male,Sudurpashchim,39000,600000,36,2021,0,0,0,0,1.1627,0.8808,1.0,89800.0,0.0233,0.4942,0.8,0,1,3,1,25,3,74100.0,7,11,0.0159,0,0
21,Male,Karnali,18200,139000,12,2023,18,1,0,0,1.184,0.9588,1.0,68100.0,0.0676,0.4343,0.5,0,0,3,1,25,4,500.0,7,8,0.0159,0,0
48,Male,Gandaki,35000,429000,120,2022,7,5,3,0,1.6835,0.5855,0.4,490200.0,0.0401,0.6586,1.0,0,3,204,2,68,5,486800.0,9,46,0.0124,0,0
28,Male,Sudurpashchim,30700,344000,120,2023,0,0,0,0,2.9025,0.3588,1.0,305200.0,0.054,0.6242,1.0,0,1,61,2,2,4,445600.0,8,50,0.0152,0,0
49,Male,Bagmati,52700,762000,36,2021,0,0,0,0,1.2816,0.8665,1.0,27900.0,0.0262,0.6195,0.8,1,2,7,3,78,2,69100.0,7,21,0.0131,0,0
55,Female,Bagmati,67900,586000,48,2020,17,1,1,0,1.802,0.5678,0.7,500.0,0.1442,0.6107,0.6,0,2,113,1,300,6,39600.0,3,44,0.0119,1,0
53,Male,Gandaki,67200,346000,60,2022,112,0,0,1,3.5,0.2671,1.0,125900.0,0.1298,0.3711,0.5,1,1,209,2,7,4,59100.0,9,52,0.012,0,0
42,Female,Bagmati,124000,586000,60,2024,0,0,0,0,3.5,0.1588,0.7,33200.0,0.0826,0.4665,0.5,1,0,201,0,116,6,500.0,7,11,0.0114,0,0
48,Male,Province No. 1,41900,444000,120,2019,8,3,3,0,2.8002,0.3652,1.0,86600.0,0.049,0.6067,0.4,0,2,22,1,136,6,58500.0,7,6,0.0135,0,0
37,Female,Province No. 1,42200,426000,120,2024,0,0,1,0,1.9362,0.4764,0.7,113200.0,0.2041,0.5693,0.6,0,2,30,0,13,5,64500.0,10,67,0.0131,0,0
50,Male,Bagmati,12600,74000,60,2022,0,0,0,0,1.9451,0.5322,0.7,65200.0,0.116,0.3983,1.0,1,3,240,2,28,3,13700.0,7,23,0.0127,0,0
49,Male,Karnali,21400,126000,120,2024,69,2,1,0,3.5,0.2574,1.0,16700.0,0.1182,0.2707,0.5,0,1,240,2,56,2,30200.0,6,0,0.0161,1,0
28,Female,Madhesh,9500,84000,24,2020,0,0,0,0,1.349,0.7851,0.7,43900.0,0.1059,0.2547,0.5,0,1,29,0,7,6,68600.0,11,34,0.0143,0,0
